ts,Close
2022-02-17 03:38:00+00:00,43864.15
2022-02-17 03:39:00+00:00,43858.07
2022-02-17 03:40:00+00:00,43858.07
2022-02-17 03:41:00+00:00,43787.65
2022-02-17 03:42:00+00:00,43784.78
2022-02-17 03:43:00+00:00,43784.78
2022-02-17 03:44:00+00:00,43747.72
2022-02-17 03:45:00+00:00,43814.77
2022-02-17 03:46:00+00:00,43795.41
2022-02-17 03:47:00+00:00,43803.41
2022-02-17 03:48:00+00:00,43828.59
2022-02-17 03:49:00+00:00,43828.59
2022-02-17 03:50:00+00:00,43829.78
2022-02-17 03:51:00+00:00,43829.78
2022-02-17 03:52:00+00:00,43829.78
2022-02-17 03:53:00+00:00,43747.57
2022-02-17 03:54:00+00:00,43772.23
2022-02-17 03:55:00+00:00,43631.27
2022-02-22 01:24:00+00:00,36893.61
2022-02-22 01:25:00+00:00,36982.07
2022-02-22 01:26:00+00:00,36931.55
2022-02-22 01:27:00+00:00,36893.12
2022-02-22 01:28:00+00:00,36879.8
2022-02-22 01:29:00+00:00,36928.13
2022-02-22 01:30:00+00:00,36889.39
2022-02-22 01:31:00+00:00,36975.67
2022-02-22 01:32:00+00:00,36975.67
2022-02-23 02:31:00+00:00,37746.72
2022-02-23 02:32:00+00:00,37693.28
2022-02-23 02:33:00+00:00,37690.08
2022-02-23 02:34:00+00:00,37716.59
2022-02-23 02:36:00+00:00,37653.44
2022-02-23 02:37:00+00:00,37709.25
2022-02-23 02:38:00+00:00,37747.15
2022-02-23 02:39:00+00:00,37709.09
2022-02-23 02:40:00+00:00,37709.54
2022-02-23 02:41:00+00:00,37697.71
2022-02-23 02:43:00+00:00,37545.27
2022-02-23 02:44:00+00:00,37610.91
2022-02-23 02:45:00+00:00,37622.13
2022-02-23 02:46:00+00:00,37627.02
2022-02-23 02:47:00+00:00,37627.02
2022-02-23 02:48:00+00:00,37627.02
2022-02-23 02:49:00+00:00,37635.22
2022-02-23 02:50:00+00:00,37648.98
2022-02-23 02:51:00+00:00,37666.71
2022-02-23 02:52:00+00:00,37675.02
2022-02-23 02:53:00+00:00,37670.0
2022-02-23 02:54:00+00:00,37670.0
2022-02-23 02:55:00+00:00,37670.0
2022-02-23 02:56:00+00:00,37642.26
2022-02-23 02:57:00+00:00,37679.11
2022-02-23 02:58:00+00:00,37691.64
2022-02-23 02:59:00+00:00,37693.66
2022-02-23 03:00:00+00:00,37690.45
2022-02-23 14:13:00+00:00,38814.77
2022-02-23 14:14:00+00:00,38801.46
2022-02-23 14:15:00+00:00,38841.06
2022-02-23 14:16:00+00:00,38841.06
2022-02-23 14:17:00+00:00,38831.59
2022-02-23 14:30:00+00:00,38947.06
2022-02-23 14:31:00+00:00,38863.01
2022-02-23 14:32:00+00:00,38819.82
2022-02-23 14:33:00+00:00,38911.97
2022-02-23 14:34:00+00:00,38940.16
2022-02-23 14:35:00+00:00,38819.82
2022-02-23 14:36:00+00:00,38819.82
2022-02-23 14:37:00+00:00,38868.75
2022-02-23 14:38:00+00:00,38905.76
2022-02-23 14:39:00+00:00,38986.26
2022-02-23 14:40:00+00:00,38923.02
2022-02-23 14:41:00+00:00,38858.81
2022-02-23 14:42:00+00:00,38862.18
2022-02-23 14:43:00+00:00,38903.33
2022-02-23 14:44:00+00:00,38882.38
2022-02-23 14:45:00+00:00,38947.32
2022-02-23 14:46:00+00:00,38904.13
2022-02-23 14:47:00+00:00,38867.42
2022-02-23 14:48:00+00:00,38907.8
2022-02-23 14:49:00+00:00,38909.64
2022-02-23 14:50:00+00:00,38819.82
2022-02-23 14:51:00+00:00,38807.35
2022-02-23 14:52:00+00:00,38781.2
2022-02-23 14:53:00+00:00,38789.69
2022-02-23 14:54:00+00:00,38667.29
2022-02-23 14:55:00+00:00,38684.21
2022-02-23 14:56:00+00:00,38665.24
2022-02-23 14:57:00+00:00,38665.24
2022-02-23 14:58:00+00:00,38665.24
2022-02-24 13:56:00+00:00,35594.59
2022-02-24 13:57:00+00:00,35582.57
2022-02-24 13:58:00+00:00,35566.79
2022-02-24 13:59:00+00:00,35474.03
2022-02-24 14:00:00+00:00,35515.91
2022-02-24 14:01:00+00:00,35499.75
2022-02-24 14:02:00+00:00,35491.2
2022-02-24 14:03:00+00:00,35451.06
2022-02-24 14:04:00+00:00,35491.46
2022-02-24 14:05:00+00:00,35536.16
2022-02-24 14:06:00+00:00,35659.38
2022-02-24 14:07:00+00:00,35724.95
2022-02-24 14:08:00+00:00,35635.72
2022-02-24 14:09:00+00:00,35635.72
2022-02-24 14:10:00+00:00,35618.15
2022-02-24 14:11:00+00:00,35642.82
2022-02-24 14:12:00+00:00,35642.82
2022-02-24 14:13:00+00:00,35586.24
2022-02-24 14:14:00+00:00,35521.73
2022-02-24 14:15:00+00:00,35442.11
2022-02-24 14:16:00+00:00,35389.52
2022-02-24 14:17:00+00:00,35422.53
2022-02-24 14:18:00+00:00,35403.82
2022-02-24 14:19:00+00:00,35403.82
2022-02-24 14:20:00+00:00,35413.04
2022-02-25 01:41:00+00:00,38374.39
2022-02-25 01:42:00+00:00,38463.68
2022-02-25 01:43:00+00:00,38443.11
2022-02-25 01:44:00+00:00,38443.99
2022-02-25 01:45:00+00:00,38426.84
2022-02-25 01:46:00+00:00,38426.84
2022-02-25 01:47:00+00:00,38426.84
2022-02-25 01:48:00+00:00,38479.6
2022-02-25 01:49:00+00:00,38434.4
2022-02-25 01:50:00+00:00,38434.4
2022-02-25 01:51:00+00:00,38451.66
2022-02-25 01:52:00+00:00,38448.73
2022-02-25 01:53:00+00:00,38500.0
2022-02-25 01:54:00+00:00,38512.75
2022-02-25 01:55:00+00:00,38512.75
2022-02-25 01:56:00+00:00,38450.56
2022-02-25 01:57:00+00:00,38471.24
2022-02-25 01:58:00+00:00,38471.24
2022-02-25 01:59:00+00:00,38563.76
2022-02-25 02:00:00+00:00,38569.38
2022-02-25 02:15:00+00:00,38549.58
2022-02-25 02:16:00+00:00,38549.58
2022-02-25 02:17:00+00:00,38541.44
2022-02-25 02:18:00+00:00,38541.44
2022-02-25 02:19:00+00:00,38640.31
2022-02-25 02:20:00+00:00,38700.0
2022-02-25 02:21:00+00:00,38700.0
2022-02-25 02:22:00+00:00,38700.0
2022-02-25 02:23:00+00:00,38700.0
2022-02-25 02:24:00+00:00,38700.0
2022-02-25 02:25:00+00:00,38700.0
2022-02-25 02:26:00+00:00,38633.95
2022-02-25 02:27:00+00:00,38633.95
2022-02-25 02:28:00+00:00,38702.36
2022-02-25 02:29:00+00:00,38676.7
2022-02-25 02:30:00+00:00,38664.57
