ts,Close
2022-01-24 05:39:00+00:00,34996.19
2022-01-24 05:40:00+00:00,34996.19
2022-01-24 05:41:00+00:00,35028.9
2022-01-24 05:42:00+00:00,35032.4
2022-01-24 05:43:00+00:00,35094.45
2022-01-24 05:44:00+00:00,35038.03
2022-01-24 05:45:00+00:00,35043.6
2022-01-24 05:46:00+00:00,35064.29
2022-01-24 05:47:00+00:00,35065.0
2022-01-24 05:48:00+00:00,35098.41
2022-01-24 05:49:00+00:00,35098.41
2022-01-24 05:50:00+00:00,35092.1
2022-01-24 05:51:00+00:00,35157.29
2022-01-24 05:52:00+00:00,35144.4
2022-01-24 05:53:00+00:00,35144.4
2022-01-24 05:54:00+00:00,35122.72
2022-01-24 05:55:00+00:00,35125.35
2022-01-24 05:56:00+00:00,35118.86
2022-01-24 05:57:00+00:00,35230.4
2022-01-24 05:58:00+00:00,35225.58
2022-01-29 15:54:00+00:00,37473.08
2022-01-29 15:55:00+00:00,37547.18
2022-01-29 15:56:00+00:00,37532.92
2022-01-29 15:57:00+00:00,37532.92
2022-01-29 15:58:00+00:00,37586.74
2022-01-29 15:59:00+00:00,37549.05
2022-01-29 16:00:00+00:00,37590.5
2022-01-30 04:05:00+00:00,37940.21
2022-01-30 04:06:00+00:00,37940.21
2022-01-30 04:07:00+00:00,37940.21
2022-01-30 04:08:00+00:00,37931.91
2022-01-30 04:09:00+00:00,37931.91
2022-01-30 04:10:00+00:00,37934.83
2022-01-30 04:11:00+00:00,37934.83
2022-01-30 04:12:00+00:00,37934.83
2022-01-30 04:13:00+00:00,37934.83
2022-01-30 04:14:00+00:00,37934.83
2022-01-30 04:15:00+00:00,37944.39
2022-01-30 04:16:00+00:00,37943.0
2022-01-30 04:17:00+00:00,37943.0
2022-01-30 04:18:00+00:00,37943.0
2022-01-30 04:19:00+00:00,37943.0
2022-01-30 04:20:00+00:00,37943.0
2022-01-30 04:21:00+00:00,37943.0
2022-01-30 04:22:00+00:00,37943.0
2022-01-30 04:23:00+00:00,37943.0
2022-01-30 04:24:00+00:00,37943.0
2022-01-30 04:25:00+00:00,37943.0
2022-01-30 04:26:00+00:00,37973.92
2022-01-30 04:27:00+00:00,37973.92
2022-01-30 04:28:00+00:00,37989.1
2022-01-30 04:29:00+00:00,37974.07
2022-01-30 04:30:00+00:00,37998.08
2022-01-30 04:31:00+00:00,38000.0
2022-01-30 04:32:00+00:00,38000.0
2022-01-30 04:33:00+00:00,38000.0
2022-01-30 04:34:00+00:00,38001.92
2022-01-30 04:35:00+00:00,38001.92
2022-01-30 04:36:00+00:00,38001.92
2022-01-30 04:37:00+00:00,38001.92
2022-01-30 04:38:00+00:00,38001.92
2022-01-30 04:39:00+00:00,38001.92
2022-01-30 04:40:00+00:00,38010.88
2022-01-30 04:41:00+00:00,38005.66
2022-01-30 04:42:00+00:00,38005.66
2022-01-30 04:43:00+00:00,38005.66
2022-01-30 04:44:00+00:00,38045.39
2022-01-30 04:45:00+00:00,38047.24
2022-01-30 04:46:00+00:00,38047.24
2022-01-30 04:47:00+00:00,38047.24
2022-01-30 04:48:00+00:00,38042.06
2022-01-30 04:49:00+00:00,38042.06
2022-01-30 04:50:00+00:00,38043.22
2022-02-01 19:54:00+00:00,38398.55
2022-02-01 19:55:00+00:00,38395.74
2022-02-01 19:56:00+00:00,38384.22
2022-02-01 19:57:00+00:00,38360.83
2022-02-02 06:46:00+00:00,38293.83
2022-02-02 06:47:00+00:00,38293.83
2022-02-02 06:48:00+00:00,38276.58
2022-02-02 06:49:00+00:00,38246.4
2022-02-02 06:50:00+00:00,38229.45
2022-02-02 06:51:00+00:00,38251.51
2022-02-02 06:52:00+00:00,38251.51
2022-02-02 06:53:00+00:00,38217.28
2022-02-02 06:54:00+00:00,38205.96
2022-02-02 06:55:00+00:00,38227.64
2022-02-02 06:56:00+00:00,38227.64
2022-02-02 06:57:00+00:00,38215.47
2022-02-02 06:58:00+00:00,38259.25
2022-02-02 06:59:00+00:00,38270.83
2022-02-02 07:00:00+00:00,38298.31
2022-02-02 07:01:00+00:00,38298.31
2022-02-02 07:02:00+00:00,38234.98
2022-02-02 07:03:00+00:00,38234.98
2022-02-02 07:04:00+00:00,38229.7
2022-02-02 07:05:00+00:00,38259.09
2022-02-02 07:06:00+00:00,38284.68
2022-02-02 07:07:00+00:00,38244.29
2022-02-02 07:08:00+00:00,38244.29
2022-02-02 07:09:00+00:00,38246.19
2022-02-02 14:49:00+00:00,37625.11
2022-02-03 19:20:00+00:00,36651.72
2022-02-03 19:53:00+00:00,36512.71
2022-02-03 19:54:00+00:00,36521.15
2022-02-03 19:55:00+00:00,36604.4
2022-02-03 19:56:00+00:00,36604.78
2022-02-03 19:57:00+00:00,36593.64
2022-02-03 19:58:00+00:00,36593.64
2022-02-03 19:59:00+00:00,36565.75
2022-02-03 20:00:00+00:00,36594.71
2022-02-03 20:01:00+00:00,36594.71
2022-02-03 20:02:00+00:00,36594.71
2022-02-03 20:03:00+00:00,36475.62
2022-02-03 20:04:00+00:00,36496.32
2022-02-03 20:05:00+00:00,36510.17
2022-02-03 20:06:00+00:00,36507.32
2022-02-16 07:07:00+00:00,44047.44
2022-02-16 07:08:00+00:00,44047.44
2022-02-16 07:09:00+00:00,44047.44
2022-02-16 07:10:00+00:00,44020.2
2022-02-16 07:11:00+00:00,44018.0
2022-02-16 07:12:00+00:00,43996.73
2022-02-16 07:13:00+00:00,44000.5
2022-02-16 07:14:00+00:00,44000.5
2022-02-16 07:15:00+00:00,44011.06
2022-02-16 07:16:00+00:00,44011.06
2022-02-16 07:17:00+00:00,44011.06
2022-02-16 07:18:00+00:00,44011.06
2022-02-16 07:19:00+00:00,43959.09
2022-02-16 07:20:00+00:00,44010.57
2022-02-16 07:21:00+00:00,43979.48
2022-02-16 15:45:00+00:00,43659.85
2022-02-16 15:46:00+00:00,43659.85
2022-02-16 15:47:00+00:00,43659.85
2022-02-16 15:48:00+00:00,43659.85
2022-02-16 15:49:00+00:00,43659.85
2022-02-16 15:50:00+00:00,43659.85
2022-02-16 15:51:00+00:00,43629.88
2022-02-16 15:52:00+00:00,43573.6
2022-02-16 15:53:00+00:00,43573.6
2022-02-16 15:54:00+00:00,43610.54
2022-02-16 15:55:00+00:00,43610.54
2022-02-16 15:56:00+00:00,43610.54
2022-02-16 15:57:00+00:00,43573.98
2022-02-16 15:58:00+00:00,43573.98
2022-02-16 15:59:00+00:00,43573.98
2022-02-16 16:00:00+00:00,43573.98
2022-02-16 16:01:00+00:00,43533.63
2022-02-16 16:02:00+00:00,43597.73
2022-02-16 16:03:00+00:00,43599.43
2022-02-16 16:04:00+00:00,43585.2
2022-02-16 16:05:00+00:00,43559.07
2022-02-16 16:06:00+00:00,43508.47
2022-02-16 16:07:00+00:00,43592.3
2022-02-16 16:08:00+00:00,43602.98
2022-02-16 16:09:00+00:00,43602.98
2022-02-16 16:10:00+00:00,43463.28
2022-02-17 02:58:00+00:00,43999.0
2022-02-17 02:59:00+00:00,43998.62
2022-02-17 03:00:00+00:00,43998.62
2022-02-17 03:01:00+00:00,44001.0
2022-02-17 03:02:00+00:00,44001.0
2022-02-17 03:03:00+00:00,44001.0
2022-02-17 03:04:00+00:00,43996.5
2022-02-17 03:05:00+00:00,43991.89
2022-02-17 03:06:00+00:00,43997.94
2022-02-17 03:07:00+00:00,43971.64
2022-02-17 03:08:00+00:00,43971.64
2022-02-17 03:09:00+00:00,43971.64
2022-02-17 03:10:00+00:00,43971.64
2022-02-17 03:33:00+00:00,43896.2
2022-02-17 03:34:00+00:00,43915.84
2022-02-17 03:35:00+00:00,43915.84
2022-02-17 03:36:00+00:00,43897.33
2022-02-17 03:37:00+00:00,43932.27
