ts,z_Delta,z_Theta,z_LowAlpha,z_HighAlpha,z_LowBeta,z_HighBeta,z_LowGamma,z_MidGamma,rsi14,sma_diff,rv20
2022-01-29 15:54:00+00:00,-0.593928460653169,0.905425554950895,-0.43907280033488516,-0.8169446273480471,-0.8736585634022578,-0.5242455191480022,-0.8345651863590531,0.7809997839541825,97.94029662254418,414.9609999999884,0.06167514390517699
2022-01-29 15:55:00+00:00,-0.9453029815393971,0.6973019547046051,-0.36944501681748837,-0.6178083681229318,0.5416164070996035,0.06617684121004573,0.30180771325076955,2.4469159062659074,97.9828158638255,771.7775000000038,0.06159144332910314
2022-01-29 15:56:00+00:00,-1.0928093234908545,-0.5859350177324859,-0.14075101520965438,-0.7575408390505586,-1.2657026834535394,-0.6502487895811516,-1.0506586922123566,-0.6900477193042766,97.44503656539075,1129.388500000001,0.06166344664900013
2022-01-29 15:57:00+00:00,-1.1329970621722634,-0.6112102178778451,-0.9348671713186287,-0.7985273065632061,-0.47594103161190343,-0.5096439233422732,-0.6501315328078074,-0.14404924847433864,97.41178853396987,1464.8664999999964,0.06166924494989731
2022-01-29 15:58:00+00:00,-0.2650956948281135,-1.1768548302730542,-0.40529688340985687,0.0034069720965412852,0.6029516319419789,-0.4087158250390294,-1.0330479050232606,-0.5058681567020374,97.46493058602243,1812.4839999999895,0.06167980584545725
2022-01-29 15:59:00+00:00,-0.9110443036617223,-0.9271010253403967,-0.7053940498306952,0.14748380721153986,-0.23284725140231727,-0.8384354316085042,0.31935881909801056,-1.1838414658234584,96.31193428359259,1702.1270000000077,0.06163066834253904
2022-01-29 16:00:00+00:00,-0.5724281872197041,-0.9348454756693554,0.7267357093400669,-0.12596898023109984,-1.0273486416569402,0.8933687015544933,-0.09310137272948277,-1.3153500139432424,96.27862922092021,1583.4460000000036,0.06158463280878119
2022-01-30 04:05:00+00:00,2.4199977605616096,3.2967006850651446,3.8652627327097346,2.1197042489468854,3.0619841856713745,3.6051889127181163,3.6222315285092463,2.3617018298450083,97.13591103588051,1521.1080000000002,0.06176228167187794
2022-01-30 04:06:00+00:00,3.3498517228256013,3.7025578385124525,-0.1312893449055016,3.196442629173135,3.7588442534463486,-0.45473667505021526,0.6227516013486014,2.182751291795787,97.13591103588051,1458.8055000000022,0.061763638160818625
2022-01-30 04:07:00+00:00,-0.2347883329495235,1.0302485176766187,1.5950459765179834,0.17938693015939375,0.951528994462305,1.726068175998828,2.1589994637927084,0.3980017337116167,97.85123012489784,1387.4095000000088,0.061819453602208405
